symbol,name,price,marketCap,volume,industry
GPRE,Green Plains Inc. Common Stock,15.22,1062947206.0,1393539,Industrials
PCT,PureCycle Technologies Inc. Common stock,5.85,1056506584.0,4337066,Industrials
NPK,National Presto Industries Inc. Common Stock,143.97,1029664802.0,124139,Industrials
SBGI,Sinclair Inc. Class A Common Stock,14.3,1024152172.0,473968,Industrials
MRTN,Marten Transport Ltd. Common Stock,12.47,1016830648.0,342211,Industrials
PLOW,Douglas Dynamics Inc. Common Stock,43.15,996109724.0,204803,Industrials
CMP,Compass Minerals Intl Inc Common Stock,23.48,982949650.0,536922,Industrials
WGO,Winnebago Industries Inc. Common Stock,34.15,963734378.0,645409,Industrials
GHM,Graham Corporation Common Stock,86.98,963110404.0,128077,Industrials
NNAVW,NextNav Inc. Warrant,6.99,942455325.0,9230,Industrials
NMAX,Newsmax Inc. Class B Common Stock,7.03,907777707.0,547198,Industrials
RR,Richtech Robotics Inc. Class B Common Stock,2.47,907285967.0,8077260,Industrials
NX,Quanex Building Products Corporation Common Stock,17.7,813028508.0,631293,Industrials
MYE,Myers Industries Inc. Common Stock,21.03,786589885.0,255098,Industrials
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,22.12,779638843.0,25493,Industrials
HTLD,Heartland Express Inc. Common Stock,10.03,776872848.0,353275,Industrials
JBI,Janus International Group Inc. Common Stock,5.58,774828594.0,2563822,Industrials
SWIM,Latham Group Inc. Common Stock,6.35,741469986.0,858513,Industrials
NWPX,NWPX Infrastructure Inc. Common Stock,75.76,725343286.0,136250,Industrials
FWRD,Forward Air Corporation Common Stock,22.04,688711077.0,534091,Industrials
MTUS,Metallus Inc. Common Shares,16.12,672694387.0,687009,Industrials
TRNS,Transcat Inc. Common Stock,72.08,672664111.0,183952,Industrials
ASPI,ASP Isotopes Inc. Common Stock,6.04,669474337.0,9301416,Industrials
CVLG,Covenant Logistics Group Inc. Class A Common Stock,26.4,662192335.0,126234,Industrials
IIIN,Insteel Industries Inc. Common Stock,33.12,642408106.0,137707,Industrials
SWBI,Smith & Wesson Brands Inc. Common Stock,14.11,627806742.0,859609,Industrials
RGR,Sturm Ruger & Company Inc. Common Stock,38.52,614174436.0,159906,Industrials
HY,Hyster-Yale Inc. Class A common stock,33.49,599473947.0,119017,Industrials
LWLG,Lightwave Logic Inc. Common Stock,4.36,583210857.0,1546606,Industrials
OXM,Oxford Industries Inc. Common Stock,38.45,572035684.0,246616,Industrials
GEVO,Gevo Inc. Common Stock,2.3,558487385.0,6514584,Industrials
IPI,Intrepid Potash Inc Common Stock,40.85,547672396.0,484921,Industrials
GTN,Gray Media Inc. Common Stock,5.25,544824730.0,1503770,Industrials
CTKB,Cytek Biosciences Inc. Common Stock,4.23,543767075.0,953543,Industrials
PKE,Park Aerospace Corp. Common Stock,27.21,542180964.0,335949,Industrials
TWI,Titan International Inc. (DE) Common Stock,8.36,535241100.0,1440571,Industrials
FEIM,Frequency Electronics Inc. Common Stock,54.15,529459585.0,213637,Industrials
FTK,Flotek Industries Inc. Common Stock,17.5,526011903.0,338690,Industrials
ASIX,AdvanSix Inc. Common Stock ,18.62,500373621.0,479683,Industrials
SXC,SunCoke Energy Inc. Common Stock,5.87,496986538.0,2144624,Industrials
MBUU,Malibu Boats Inc. Class A Common Stock,25.93,482363733.0,345352,Industrials
CMCO,Columbus McKinnon Corporation Common Stock,16.72,480522200.0,540145,Industrials
MTW,Manitowoc Company Inc. (The) Common Stock,13.48,478181675.0,280123,Industrials
ORN,Orion Group Holdings Inc. Common,11.71,469375443.0,630804,Industrials
KRT,Karat Packaging Inc. Common Stock,22.34,449022942.0,63926,Industrials
MSB,Mesabi Trust Common Stock,32.4,425088324.0,129178,Industrials
FWDI,Forward Industries Inc. Common Stock,5.09,423177698.0,729661,Industrials
PACB,Pacific Biosciences of California Inc. Common Stock,1.37,413737660.0,6126438,Industrials
MLAB,Mesa Laboratories Inc. Common Stock,73.23,404582056.0,301949,Industrials
ULH,Universal Logistics Holdings Inc. Common Stock,15.05,396267373.0,50768,Industrials
SSP,E.W. Scripps Company (The) Class A Common Stock,4.4,391726900.0,1134216,Industrials
MEC,Mayville Engineering Company Inc. Common Stock,19.04,386861765.0,200261,Industrials
LAB,Standard BioTools Inc. Common Stock,0.9899,380681303.0,2756818,Industrials
WNC,Wabash National Corporation Common Stock,9.17,370802127.0,531279,Industrials
PKOH,Park-Ohio Holdings Corp. Common Stock,25.4,365737902.0,34236,Industrials
ALTO,Alto Ingredients Inc. Common Stock,4.6,355775445.0,2537941,Industrials
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,28.54,350242966.0,12714,Industrials
CUB,Lionheart Holdings Class A Ordinary Shares,10.73,340876820.0,89233,Industrials
AIRO,AIRO Group Holdings Inc. Common Stock,10.73,335890139.0,918844,Industrials
RLGT,Radiant Logistics Inc. Common Stock,7.03,329190604.0,118256,Industrials
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,26.49,325085359.0,31246,Industrials
MCFT,MasterCraft Boat Holdings Inc. Common Stock,19.71,320975458.0,219947,Industrials
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,25.8,316617677.0,8293,Industrials
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,25.46,312445196.0,13196,Industrials
