symbol,name,price,marketCap,volume,industry
APPN,Appian Corporation Class A Common Stock,20.7,1530966701.0,926690,Technology
SKYT,SkyWater Technology Inc. Common Stock,31.39,1506565498.0,2505851,Technology
KDK,Kodiak AI Inc. Common Stock ,8.11,1480524164.0,838835,Technology
UPWK,Upwork Inc. Common Stock,11.06,1442005156.0,2046673,Technology
SBET,Sharplink Inc. Common Stock,7.14,1407733988.0,9624054,Technology
DJTWW,Trump Media & Technology Group Corp. Warrants,4.98,1378121949.0,39075,Technology
INOD,Innodata Inc. Common Stock,41.32,1347131044.0,1153450,Technology
CXM,Sprinklr Inc. Class A Common Stock,5.33,1326446959.0,3908082,Technology
ASAN,Asana Inc. Class A Common Stock,5.49,1307103493.0,7798650,Technology
PENG,Penguin Solutions Inc. Common Stock,25.72,1305225906.0,2153094,Technology
TRIP,TripAdvisor Inc. Common Stock,11.26,1292143788.0,3248783,Technology
VIA,Via Transportation Inc. Class A Common Stock,15.77,1281103658.0,364949,Technology
AI,C3.ai Inc. Class A Common Stock,8.4,1220446265.0,4760828,Technology
SHLS,Shoals Technologies Group Inc. Class A Common Stock,7.22,1211312519.0,5795605,Technology
PRGS,Progress Software Corporation Common Stock (DE),28.18,1185775230.0,700538,Technology
BKSY,BlackSky Technology Inc. Class A Common Stock,32.04,1185313841.0,2251788,Technology
CCLDO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,27.25,1157932860.0,179118,Technology
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,6.3,1129909656.0,2092760,Technology
AZTA,Azenta Inc.,24.26,1117452694.0,1037651,Technology
FIVN,Five9 Inc. Common Stock,14.43,1104818347.0,1859828,Technology
ABTC,American Bitcoin Corp. Class A Common Stock,1.03,1090894752.0,18873767,Technology
HLIT,Harmonic Inc. Common Stock,9.78,1078170242.0,891925,Technology
LZ,LegalZoom.com Inc. Common Stock,6.01,1039263504.0,5473950,Technology
WOLF,Wolfspeed Inc. Common Stock New,23.0,1037038053.0,1920464,Technology
COUR,Coursera Inc. Common Stock,5.94,1005722778.0,5907825,Technology
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,8.98,1000201955.0,24161,Technology
SOUNW,SoundHound AI Inc. Warrant,2.25,958972624.0,40422,Technology
AIP,Arteris Inc. Common Stock,20.17,917074654.0,545643,Technology
CRCT,Cricut Inc. Class A Common Stock,4.23,895834806.0,362504,Technology
CERT,Certara Inc. Common Stock,5.82,892351954.0,2222354,Technology
PRCH,Porch Group Inc. Common Stock,7.06,878701000.0,1346785,Technology
NABL,N-able Inc. Common Stock,4.66,877833633.0,1186843,Technology
ASST,Strive Inc. Class A Common Stock,12.43,859643698.0,4526518,Technology
SCSC,ScanSource Inc. Common Stock,38.61,829357665.0,185910,Technology
AMPL,Amplitude Inc. Class A Common Stock,6.2,829105478.0,2602973,Technology
LPTH,LightPath Technologies Inc. Class A Common Stock,14.29,824655937.0,2352062,Technology
GDRX,GoodRx Holdings Inc. Class A Common Stock,2.23,763941131.0,1114354,Technology
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,3.34,746522428.0,812031,Technology
SSYS,Stratasys Ltd. Ordinary Shares (Israel),8.45,728157955.0,456187,Technology
NRDS,NerdWallet Inc. Class A Common Stock,10.79,720618760.0,319021,Technology
ALOY,REalloys Inc. Common Stock,12.41,708958492.0,1777906,Technology
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,24.23,702592149.0,2300,Technology
ADAM,Adamas Trust Inc. Common Stock,7.72,698461913.0,508200,Technology
VPG,Vishay Precision Group Inc. Common Stock,51.8,688805786.0,122509,Technology
UMAC,Unusual Machines Inc. Common Stock,13.99,668505827.0,3815339,Technology
INDI,indie Semiconductor Inc. Class A Common Stock,2.95,659799080.0,3159857,Technology
MITK,Mitek Systems Inc. Common Stock,14.5,657086191.0,1146313,Technology
