symbol,name,price,marketCap,volume,industry
SOPA,Society Pass Incorporated Common Stock,0.4197,3192039.0,190544,Real Estate
PW,Power REIT (MD) Common Stock,0.804,2952508.0,17133,Real Estate
UK,Ucommune International Ltd Ordinary Shares,0.587,2674331.0,4277665,Real Estate
GIPR,Generation Income Properties Inc. Common Stock,0.26,1416526.0,46619,Real Estate
WHLR,Wheeler Real Estate Investment Trust Inc. Common Stock,0.85,1218886.0,112395,Real Estate
CMCT,Creative Media & Community Trust Corporation Common stock,0.6354,171538.0,579741,Real Estate
GIPRW,Generation Income Properties Inc Warrant,0.0241,131301.0,3489,Real Estate
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,0.0198,28545.0,687,Real Estate
KIDZW,Classover Holdings Inc. Warrants,0.0142,18537.0,32057,Real Estate
PMTW,PennyMac Mortgage Investment Trust 9.00% Senior Notes due 2030,25.12,0.0,7423,Real Estate
PMTV,PennyMac Mortgage Investment Trust 9.00% Senior Notes due 2030,25.2999,0.0,6320,Real Estate
RWTP,Redwood Trust Inc. 9.125% Senior Notes Due 2030,24.2,0.0,5854,Real Estate
RWTQ,Redwood Trust Inc. 9.500% Senior Notes Due 2030,24.08,0.0,7933,Real Estate
ADAMO,Adamas Trust Inc. 9.250% Senior Notes Due 2031,24.42,0.0,17459,Real Estate
ADAMH,Adamas Trust Inc. 9.875% Senior Notes Due 2030,25.17,0.0,16911,Real Estate
ADAMG,Adamas Trust Inc. 9.125% Senior Notes Due 2030,24.66,0.0,22828,Real Estate
CIMO,Chimera Investment Corporation 9.250% Senior Notes due 2029,25.23,0.0,3401,Real Estate
TWOD,Two Harbors Investments Corp 9.375% Senior Notes due 2030,25.52,0.0,40914,Real Estate
CIMP,Chimera Investment Corporation 8.875% Senior Notes due 2030,24.8,0.0,9577,Real Estate
RCD,Ready Capital Corporation 9.00% Senior Notes due 2029,19.81,0.0,2090,Real Estate
